Filename,Formula,Notes,Num Elements,1a CsCl,1b CsCl
461525.cif,Al0.67Cr0.33Ti,,3,Al0.67Cr0.33,Ti
1945446.cif,Al0.69Cr0.27Ti1.04,,3,Al0.69Cr0.27Ti0.04,Ti
1954687.cif,Al0.95Cr0.14Ni0.91V0,ht,4,Ni0.91Cr0.09,Al0.947Cr0.049V0.004
1954688.cif,Al0.95Cr0.13Ni0.92Ti0,ht,4,Ni0.92Cr0.076Ti0.004,Al0.947Cr0.053
302650.cif,Al0.67Cr0.66Ni0.67,,3,Cr0.66Ni0.34,Al0.67Ni0.33
461526.cif,Al0.67Cr0.66Ni0.67,,3,Cr0.66Ni0.34,Al0.67Ni0.33
1928206.cif,Al1.06Cr0.17Ni0.77,,3,Al,Ni0.77Cr0.17Al0.06
1954686.cif,Al0.95Cr0.13Ni0.92,,3,Ni0.92Cr0.08,Al0.95Cr0.05
1965764.cif,Al0.50Cr0.50Fe0.02Ti0.50V0.50,,5,Cr0.496V0.496Fe0.008,Al0.496Ti0.496Fe0.008
1055693.cif,Al0.34Cr0.34Fe0.66Ni0.66,,4,Fe0.33Ni0.33Al0.17Cr0.17,Fe0.33Ni0.33Al0.17Cr0.17
1963796.cif,Al0.68Cr0.34Fe0.34Nb0.02Ni0.62,,5,Al0.68Cr0.32,Ni0.62Fe0.34Cr0.02Nb0.02
1055785.cif,Al0.40Cr0.16Fe0.64Mn0.64Ni0.16,,5,Al0.4Cr0.16Ni0.16Fe0.14,Fe0.5Mn0.5
1828094.cif,Al0.50Cr0.50Fe,ht1,3,Fe,Al0.5Cr0.5
1617084.cif,Al0.80Cr0.20Fe,ht1,3,Fe,Al0.8Cr0.2
1822783.cif,Al0.94Cr0.40Cu0.66,ht,3,Al0.94Cr0.06,Cu0.66Cr0.34
1821028.cif,Al0.92Cr0.36Cu0.72,ht,3,Al0.92Cr0.08,Cu0.72Cr0.28
1830101.cif,Al0.50CoV0.50,,3,Al0.5V0.5,Co
311488.cif,Al0.50CoV0.50,,3,Co,Al0.5V0.5
1937214.cif,Al0.50CoTi0.50,,3,Co,Al0.5Ti0.5
1815218.cif,Al0.64CoSi0.36,,3,Co,Al0.64Si0.36
1014600.cif,AlCo0.62Ru0.38,,3,Al,Co0.62Ru0.38
1817294.cif,Al0.56Co0.78Ni0.66,,3,Al0.56Co0.23Ni0.21,Co0.55Ni0.45
1932037.cif,Al0.56Co0.74Ni0.70,,3,Co0.74Ni0.26,Al0.56Ni0.44
1815245.cif,Al0.58Co0.76Ni0.66,,3,Co0.5Ni0.5,Al0.58Co0.26Ni0.16
382397.cif,Al0.80CoNi0.20,,3,Co,Al0.8Ni0.2
1010999.cif,AlCo0.70Ni0.30,,3,Co0.7Ni0.3,Al
1819600.cif,Al0.80Co0.18Ni1.02,,3,Ni0.82Co0.18,Al0.8Ni0.2
1932248.cif,Al0.88CoNb0.12,,3,Co,Al0.88Nb0.12
1350591.cif,Al0.20Co0.50Mn0.50V0.80,,4,Co0.4Mn0.4Al0.1V0.1,V0.7Al0.1Co0.1Mn0.1
1350590.cif,Al0.50Co0.50Mn0.50V0.50,,4,Co0.5Mn0.5,Al0.5V0.5
1937215.cif,Al0.50CoMn0.25Ti0.25,,4,Co,Al0.5Mn0.25Ti0.25
1826265.cif,Al0.50Co0.60Mn0.50Ni0.40,,4,Co0.6Ni0.4,Al0.5Mn0.5
1946448.cif,Al0.50Co0.50Mn0.50Ni0.50,,4,Co0.5Ni0.5,Al0.5Mn0.5
1834141.cif,Al0.50CoMn0.50,ht,3,Co,Al0.5Mn0.5
1830091.cif,Al0.50CoMn0.50,ht,3,Al0.5Mn0.5,Co
1929644.cif,Al0.50CoMn0.50,ht,3,Co,Al0.5Mn0.5
1240820.cif,Al0.50CoMn0.50,ht,3,Al0.5Mn0.5,Co
1937216.cif,Al0.50CoMn0.50,ht,3,Co,Al0.5Mn0.5
1923940.cif,Al0.50CoMn0.50,ht,3,Al0.5Mn0.5,Co
1822047.cif,Al0.50CoMn0.50,ht,3,Co,Al0.5Mn0.5
383184.cif,Al0.40Co0.50Mn1.10,ht,3,Mn,Co0.5Al0.4Mn0.1
555174.cif,AlCo0.50Mn0.50,ht,3,Co0.5Mn0.5,Al
459324.cif,AlCo0.40Mn0.60,ht,3,Al,Mn0.6Co0.4
1932015.cif,Al0.86Co0.22Mn0.92,ht,3,Mn0.92Co0.08,Al0.86Co0.14
1928880.cif,Al0.25CoGe0.25Mn0.50,,4,Co,Mn0.5Al0.25Ge0.25
303443.cif,Al0.50CoGa0.50,,3,Co,Al0.5Ga0.5
1929645.cif,Al0.50CoFe0.25Mn0.25,,4,Co,Al0.5Fe0.25Mn0.25
1816947.cif,Al0.50CoFe0.50,ht,3,Co,Al0.5Fe0.5
1941286.cif,Al0.50CoFe0.50,ht,3,Co,Al0.5Fe0.5
1936867.cif,Al0.50CoFe0.50,ht,3,Co,Al0.5Fe0.5
1928228.cif,Al0.50CoFe0.50,ht,3,Co,Al0.5Fe0.5
1819646.cif,Al0.50CoFe0.50,ht,3,Co,Al0.5Fe0.5
1830084.cif,Al0.50CoFe0.50,ht,3,Al0.5Fe0.5,Co
1941289.cif,Al0.50CoFe0.50,ht,3,Co,Al0.5Fe0.5
1819473.cif,Al0.50CoFe0.50,ht,3,Co,Al0.5Fe0.5
1820475.cif,Al0.50CoFe0.50,ht,3,Co,Al0.5Fe0.5
1928223.cif,Al0.50CoFe0.50,ht,3,Co,Al0.5Fe0.5
1929646.cif,Al0.50CoFe0.50,ht,3,Co,Al0.5Fe0.5
382396.cif,Al0.70CoFe0.30,ht,3,Co,Al0.7Fe0.3
1833795.cif,Al0.50Co0.50Fe,ht,3,Fe,Al0.5Co0.5
1055856.cif,Al0.50Co0.50Fe,ht,3,Fe,Al0.5Co0.5
381118.cif,Al0.55Co0.45Fe,ht,3,Fe,Al0.55Co0.45
1011000.cif,AlCo0.70Fe0.30,ht,3,Co0.7Fe0.3,Al
555175.cif,AlCo0.50Fe0.50,ht,3,Co0.5Fe0.5,Al
1010998.cif,AlCo0.90Cu0.10,,3,Co0.9Cu0.1,Al
1921988.cif,AlCo0.29Cu0.71,,3,Al,Cu0.71Co0.29
1966398.cif,Al0.50Co0.50Cr0.50Mn0.50,,4,Co0.5Mn0.5,Al0.5Cr0.5
1951374.cif,'Al0.34Co0.33Cr0.34Fe0.33Ni0.33V0.33',ht,6,Cr0.34Co0.33Fe0.33,Al0.34Ni0.33V0.33
1260648.cif,'Al0.33Co0.33Cr0.33Fe0.33Ni0.33Ti0.33',,6,Al0.334Co0.167Cr0.167Fe0.166,Ni0.334Co0.167Cr0.167Fe0.166
1260706.cif,'Al0.44Co0.37Cr0.10Fe0.18Ni0.52Ti0.39',,6,Co0.374Ti0.344Fe0.184Cr0.098,Ni0.516Al0.44Ti0.044
1966781.cif,Al0.35Co0.37Cr0.47Fe0.37Ni0.44,,5,Co0.37Fe0.37Ni0.26,Cr0.47Al0.35Ni0.18
1966027.cif,Al0.40Co0.40Cr0.40Fe0.40Ni0.40,,5,Al0.4Co0.4Fe0.2,Cr0.4Ni0.4Fe0.2
1260645.cif,Al0.40Co0.40Cr0.40Fe0.40Ni0.40,,5,Al0.4Co0.2Cr0.2Fe0.2,Ni0.4Co0.2Cr0.2Fe0.2
1825376.cif,Al0.40Co0.40Cr0.40Fe0.40Ni0.40,,5,Al0.4Co0.2Cr0.2Fe0.2,Ni0.4Co0.2Cr0.2Fe0.2
1965605.cif,'Al0.62Co0.36Cr0.21Fe0.25Mo0.07Ni0.49',,6,Ni0.49Co0.26Fe0.25,Al0.62Cr0.21Co0.1Mo0.07
1965582.cif,'Al0.64Co0.36Cr0.20Fe0.26Mo0.06Ni0.48',,6,Al0.64Fe0.26Ni0.1,Ni0.38Co0.36Cr0.2Mo0.06
1260647.cif,'Al0.33Co0.33Cr0.33Fe0.33Mn0.33Ni0.33',,6,Al0.334Co0.167Cr0.167Fe0.166,Ni0.334Co0.167Cr0.167Fe0.166
1966028.cif,'Al0.34Co0.33Cr0.34Fe0.33Mn0.33Ni0.33',,6,Al0.34Co0.33Fe0.33,Cr0.34Mn0.33Ni0.33
1941292.cif,Al0.52Co1.10Cr0.18Fe0.20,,4,Co,Al0.52Fe0.2Cr0.18Co0.1
1928225.cif,Al0.50CoCr0.40Fe0.10,,4,Co,Al0.5Cr0.4Fe0.1
1928220.cif,Al0.50CoCr0.40Fe0.10,,4,Co,Al0.5Cr0.4Fe0.1
1819648.cif,Al0.50CoCr0.30Fe0.20,,4,Co,Al0.5Cr0.3Fe0.2
1928226.cif,Al0.50CoCr0.30Fe0.20,,4,Co,Al0.5Cr0.3Fe0.2
1819870.cif,Al0.50CoCr0.30Fe0.20,,4,Co,Al0.5Cr0.3Fe0.2
1928221.cif,Al0.50CoCr0.30Fe0.20,,4,Co,Al0.5Cr0.3Fe0.2
1941288.cif,Al0.50CoCr0.30Fe0.20,,4,Co,Al0.5Cr0.3Fe0.2
1816949.cif,Al0.50CoCr0.30Fe0.20,,4,Co,Al0.5Cr0.3Fe0.2
1924108.cif,Al0.50CoCr0.25Fe0.25,,4,Co,Al0.5Cr0.25Fe0.25
1928222.cif,Al0.50CoCr0.15Fe0.35,,4,Co,Al0.5Fe0.35Cr0.15
1928227.cif,Al0.50CoCr0.15Fe0.35,,4,Co,Al0.5Fe0.35Cr0.15
1833852.cif,Al0.50Co0.75Cr0.50Fe0.25,,4,Co0.75Fe0.25,Al0.5Cr0.5
1260646.cif,'Al0.33Co0.33Cr0.33Cu0.33Fe0.33Ni0.33',,6,Al0.334Co0.167Cr0.167Cu0.166,Ni0.334Co0.167Cr0.167Cu0.166
1941287.cif,Al0.50CoCr0.50,ht,3,Co,Al0.5Cr0.5
1819647.cif,Al0.50CoCr0.50,ht,3,Co,Al0.5Cr0.5
1927811.cif,Al0.50CoCr0.50,ht,3,Co,Al0.5Cr0.5
1928219.cif,Al0.50CoCr0.50,ht,3,Co,Al0.5Cr0.5
1816948.cif,Al0.50CoCr0.50,ht,3,Co,Al0.5Cr0.5
1928224.cif,Al0.50CoCr0.50,ht,3,Co,Al0.5Cr0.5
1923930.cif,Al0.50CoCr0.50,ht,3,Co,Al0.5Cr0.5
1927734.cif,Al0.50CoCr0.50,ht,3,Co,Al0.5Cr0.5
1941290.cif,Al0.56Co1.10Cr0.34,ht,3,Co,Al0.56Cr0.34Co0.1
1009962.cif,Al0.70CoCr0.30,ht,3,Co,Al0.7Cr0.3
1730840.cif,Al0.93Co1.07,,2,Co,Al0.93Co0.07
1931647.cif,AlCo,,2,Co,Al
375041.cif,AlCo,,2,Al,Co
526642.cif,AlCo,,2,Co,Al
1837769.cif,AlCo,,2,Co,Al
311487.cif,AlCo,,2,Co,Al
532446.cif,AlCo,,2,Co,Al
555173.cif,AlCo,,2,Co,Al
1922030.cif,AlCo,,2,Co,Al
1651341.cif,AlCo,,2,Co,Al
1946476.cif,AlCo,,2,Co,Al
1820474.cif,AlCo,,2,Co,Al
1921987.cif,AlCo,,2,Al,Co
1010997.cif,AlCo,,2,Co,Al
456452.cif,AlCo,,2,Co,Al
458228.cif,AlCo,,2,Al,Co
1935100.cif,AlCo,,2,Co,Al
1933173.cif,AlCo,,2,Co,Al
382398.cif,AlCo,,2,Co,Al
1006732.cif,Al0.70CeZn0.30,,3,Ce,Al0.7Zn0.3
1821914.cif,Al1.05Ce0.02Ni0.93,,3,Al,Ni0.93Al0.05Ce0.02
1929788.cif,Al1.07Ce0.01Ni0.92,,3,Ni0.92Al0.07Ce0.01,Al
457914.cif,AlCe,m1,2,Al,Ce
457973.cif,AlCe,m1,2,Al,Ce
1055719.cif,Al0.85C0.03MnNi0.12,,4,Mn,Al0.85Ni0.12C0.03
1607411.cif,Al0.88B0.13Ni,,3,Al0.875B0.125,Ni
1607414.cif,Al0.88B0.13Ni0.75,,3,Al0.875B0.125,Ni0.75
1607412.cif,Al0.88B0.13Ni0.63,,3,Al0.875B0.125,Ni0.625
1607413.cif,Al0.95B0.05Ni0.91,,3,Al0.952B0.048,Ni0.905
1814674.cif,Al0.50AuZr0.50,cub2,3,Au,Al0.5Zr0.5
460708.cif,Al0.50AuTi0.50,,3,Au,Al0.5Ti0.5
301899.cif,Al0.50AuTi0.50,,3,Al0.5Ti0.5,Au
1826228.cif,Al0.48Au0.87Cu0.65,ht,3,Au0.74Cu0.26,Al0.48Cu0.39Au0.13
457574.cif,AlAu,tf,2,Au,Al
528688.cif,AgZn,hp,2,Ag,Zn
558147.cif,Ag1.07Zn0.93,rt,2,Zn0.93Ag0.07,Ag
525880.cif,AgYb,ht,2,Ag,Yb
251249.cif,AgYb,ht,2,Yb,Ag
451521.cif,AgYb,ht,2,Yb,Ag
252222.cif,AgY,,2,Ag,Y
453099.cif,AgY,,2,Ag,Y
1921827.cif,AgY,,2,Ag,Y
1950522.cif,AgY,,2,Y,Ag
451524.cif,AgY,,2,Ag,Y
1410731.cif,AgY,,2,Y,Ag
543962.cif,AgY,,2,Ag,Y
1007919.cif,AgY,,2,Y,Ag
251950.cif,AgY,,2,Ag,Y
315019.cif,AgY,,2,Ag,Y
1950436.cif,AgTm,,2,Tm,Ag
530807.cif,AgTm,,2,Ag,Tm
525787.cif,AgTm,,2,Tm,Ag
454642.cif,AgTm,,2,Tm,Ag
1921367.cif,Ag0.50TbZn0.50,,3,Tb,Ag0.5Zn0.5
528004.cif,AgTb,rt,2,Tb,Ag
456244.cif,AgTb,rt,2,Tb,Ag
1934238.cif,AgTb,rt,2,Tb,Ag
530692.cif,AgTb,rt,2,Tb,Ag
530820.cif,AgTb,rt,2,Ag,Tb
456368.cif,AgTb,rt,2,Tb,Ag
557869.cif,AgTb,rt,2,Ag,Tb
525791.cif,AgTb,rt,2,Tb,Ag
1615237.cif,AgTb,rt,2,Tb,Ag
1236689.cif,Ag0.90SmSn0.10,,3,Ag0.9Sn0.1,Sm
1236688.cif,AgSm,,2,Ag,Sm
453098.cif,AgSm,,2,Ag,Sm
251888.cif,AgSm,,2,Ag,Sm
530806.cif,AgSm,,2,Ag,Sm
527113.cif,AgSc,,2,Sc,Ag
1711003.cif,Ag0.50Sb0.50Te,hp2,3,Ag0.5Sb0.5,Te
1013307.cif,Ag0.86PrSn0.14,rt,3,Pr,Ag0.86Sn0.14
1621144.cif,AgPr,rt,2,Ag,Pr
454610.cif,AgPr,rt,2,Pr,Ag
525793.cif,AgPr,rt,2,Ag,Pr
455864.cif,AgPr,rt,2,Ag,Pr
454578.cif,AgPr,rt,2,Ag,Pr
1608311.cif,AgPr,rt,2,Pr,Ag
251900.cif,AgPr,rt,2,Ag,Pr
554777.cif,Ag0.50Pd0.50Tb,,3,Tb,Ag0.5Pd0.5
1825559.cif,Ag0.05Pb0.90Sb0.05Te,hp,4,Pb0.9Ag0.05Sb0.05,Te
1608312.cif,AgNd0.40Pr0.60,,3,Pr0.6Nd0.4,Ag
455309.cif,AgNd,rt,2,Ag,Nd
311232.cif,AgNd,rt,2,Nd,Ag
525794.cif,AgNd,rt,2,Nd,Ag
251889.cif,AgNd,rt,2,Ag,Nd
1921834.cif,AgNd,rt,2,Ag,Nd
1608313.cif,AgNd,rt,2,Nd,Ag
1815493.cif,AgMg0.80Zn0.20,rt,3,Ag,Mg0.8Zn0.2
558250.cif,AgMg0.50Zn0.50,rt,3,Mg0.5Zn0.5,Ag
1815492.cif,AgMg0.10Zn0.90,,3,Ag,Zn0.9Mg0.1
539698.cif,Ag0.50MgPd0.50,,3,Mg,Ag0.5Pd0.5
1270667.cif,Ag0.70MgPd0.30,,3,Mg,Ag0.7Pd0.3
1929144.cif,Ag0.94Mg1.06,,2,Ag0.944Mg0.056,Mg
260258.cif,AgMg,,2,Ag,Mg
1825278.cif,AgMg,,2,Mg,Ag
456577.cif,AgMg,,2,Ag,Mg
526669.cif,AgMg,,2,Ag,Mg
453058.cif,AgMg,,2,Ag,Mg
554885.cif,AgMg,,2,Ag,Mg
457956.cif,AgMg,,2,Ag,Mg
1943983.cif,AgMg,,2,Ag,Mg
553649.cif,AgMg,,2,Mg,Ag
1127649.cif,Ag1.05Mg0.95,,2,Ag,Mg0.95Ag0.05
1832947.cif,Ag1.10Mg0.90,,2,Ag,Mg0.9Ag0.1
1628179.cif,Ag0.82Li1.18,cub,2,Ag0.822Li0.178,Li
1622704.cif,Ag0.82Li1.18,cub,2,Ag0.822Li0.178,Li
1531673.cif,AgLi,cub,2,Ag,Li
1631352.cif,AgLi,cub,2,Ag,Li
1626113.cif,AgLi,cub,2,Li,Ag
1601801.cif,AgLi,cub,2,Ag,Li
458262.cif,AgLi,cub,2,Li,Ag
1626110.cif,AgLi,cub,2,Li,Ag
1007910.cif,AgLa0.50Y0.50,,3,La0.5Y0.5,Ag
1007921.cif,AgLa0.50Y0.50,,3,La0.5Y0.5,Ag
1931928.cif,Ag0.90LaSn0.10,,3,Ag0.9Sn0.1,La
1056998.cif,Ag0.70LaMn0.30,,3,Ag0.7Mn0.3,La
1822521.cif,Ag0.80LaMn0.20,,3,La,Ag0.8Mn0.2
1732011.cif,Ag0.84LaMn0.16,,3,Ag0.84Mn0.16,La
1127646.cif,Ag0.53LaMg0.47,,3,La,Ag0.53Mg0.47
1127650.cif,Ag0.98La0.08Mg0.94,,3,Ag0.98La0.02,Mg0.94La0.06
534110.cif,AgLa,,2,Ag,La
527405.cif,AgLa,,2,Ag,La
1822520.cif,AgLa,,2,La,Ag
1007920.cif,AgLa,,2,La,Ag
1056997.cif,AgLa,,2,Ag,La
1732012.cif,AgLa,,2,Ag,La
1950523.cif,Ag0.44In0.56Y,,3,Y,In0.56Ag0.44
537448.cif,Ag0.50In0.50Tm,,3,Tm,Ag0.5In0.5
1934239.cif,Ag0.40In0.60Tb,,3,Tb,In0.6Ag0.4
557870.cif,Ag0.50In0.50Tb,,3,Ag0.5In0.5,Tb
537451.cif,Ag0.50In0.50Tb,,3,Tb,Ag0.5In0.5
554778.cif,Ag0.50In0.50Tb,,3,Tb,Ag0.5In0.5
1430096.cif,Ag0.50In0.50Tb,,3,Tb,Ag0.5In0.5
538257.cif,Ag0.50In0.50Pr,,3,Pr,Ag0.5In0.5
302689.cif,AgIn0.12Mg0.63,,3,Ag,Mg0.63In0.12
1253855.cif,Ag0.50In0.50La,rt,3,Ag0.5In0.5,La
1300303.cif,Ag0.75In0.25La,rt,3,La,Ag0.75In0.25
1300304.cif,Ag0.89In0.11La,rt,3,La,Ag0.89In0.11
1950439.cif,Ag0.90HoSn0.10,,3,Ho,Ag0.9Sn0.1
537450.cif,Ag0.50HoIn0.50,,3,Ho,Ag0.5In0.5
525789.cif,AgHo,,2,Ho,Ag
454465.cif,AgHo,,2,Ag,Ho
1950429.cif,AgHo,,2,Ho,Ag
250511.cif,AgHo,,2,Ag,Ho
1822063.cif,AgHo,,2,Ag,Ho
530819.cif,AgHo,,2,Ag,Ho
538119.cif,Ag0.50GdZn0.50,,3,Gd,Ag0.5Zn0.5
538152.cif,Ag0.50GdTl0.50,rt,3,Gd,Ag0.5Tl0.5
1950516.cif,Ag0.40GdIn0.60,,3,Gd,In0.6Ag0.4
557868.cif,Ag0.50GdIn0.50,,3,Ag0.5In0.5,Gd
537446.cif,Ag0.50GdIn0.50,,3,Gd,Ag0.5In0.5
558799.cif,Ag0.50GdIn0.50,,3,Gd,Ag0.5In0.5
538141.cif,Ag0.50GdIn0.50,,3,Gd,Ag0.5In0.5
558230.cif,Ag0.50GdIn0.50,,3,Gd,Ag0.5In0.5
558229.cif,Ag0.85GdIn0.15,,3,Gd,Ag0.85In0.15
558228.cif,AgGd,,2,Gd,Ag
543961.cif,AgGd,,2,Ag,Gd
557867.cif,AgGd,,2,Ag,Gd
528143.cif,AgGd,,2,Gd,Ag
558796.cif,AgGd,,2,Gd,Ag
454633.cif,AgGd,,2,Ag,Gd
252230.cif,AgGd,,2,Ag,Gd
451743.cif,AgGd,,2,Gd,Ag
1950515.cif,AgGd,,2,Gd,Ag
251893.cif,AgGd,,2,Gd,Ag
525792.cif,AgGd,,2,Gd,Ag
454663.cif,AgGd,,2,Gd,Ag
1810127.cif,Ag0.70Ga0.30Tb,,3,Tb,Ag0.7Ga0.3
302688.cif,AgGa0.20Mg0.80,,3,Ag,Mg0.8Ga0.2
1631494.cif,Ag0.56Ga0.44La,,3,Ag0.56Ga0.44,La
1521983.cif,Ag0.50Ga0.50Gd,,3,Gd,Ag0.5Ga0.5
261071.cif,AgGa,,2,Ag,Ga
1310226.cif,AgF,hp2,2,Ag,F
1533618.cif,AgF,hp2,2,Ag,F
1925407.cif,Ag0.50EuIn0.50,,3,Eu,Ag0.5In0.5
537447.cif,Ag0.50ErIn0.50,,3,Er,Ag0.5In0.5
1825158.cif,AgEr,,2,Ag,Er
261085.cif,AgEr,,2,Ag,Er
311758.cif,AgEr,,2,Ag,Er
251183.cif,AgEr,,2,Ag,Er
530818.cif,AgEr,,2,Ag,Er
525788.cif,AgEr,,2,Er,Ag
1216373.cif,Ag0.97DySn0.03,,3,Dy,Ag0.97Sn0.03
1934241.cif,Ag0.40DyIn0.60,,3,Dy,In0.6Ag0.4
537449.cif,Ag0.50DyIn0.50,,3,Dy,Ag0.5In0.5
558407.cif,Ag0.50DyIn0.50,,3,Dy,Ag0.5In0.5
557871.cif,Ag0.50DyIn0.50,,3,Ag0.5In0.5,Dy
530219.cif,AgDy,,2,Dy,Ag
451749.cif,AgDy,,2,Dy,Ag
1934240.cif,AgDy,,2,Dy,Ag
1216372.cif,AgDy,,2,Dy,Ag
558406.cif,AgDy,,2,Dy,Ag
454466.cif,AgDy,,2,Ag,Dy
557872.cif,AgDy,,2,Ag,Dy
525790.cif,AgDy,,2,Ag,Dy
528006.cif,AgDy,,2,Dy,Ag
302059.cif,Ag0.10Cu0.90Y,ht,3,Y,Cu0.9Ag0.1
1924389.cif,Ag0.50Cu0.50Tb,,3,Ag0.5Cu0.5,Tb
538179.cif,Ag0.50Cu0.50Pr,rt,3,Pr,Ag0.5Cu0.5
1954469.cif,AgCl,hp3,2,Ag,Cl
1013089.cif,Ag0.84CeSn0.16,ht,3,Ce,Ag0.84Sn0.16
382881.cif,AgCe0.50Nd0.50,,3,Ag,Ce0.5Nd0.5
1822650.cif,AgCe,rt,2,Ag,Ce
534406.cif,AgCe,rt,2,Ce,Ag
251901.cif,AgCe,rt,2,Ce,Ag
382526.cif,AgCe,rt,2,Ag,Ce
455310.cif,AgCe,rt,2,Ag,Ce
1010817.cif,AgCe,rt,2,Ce,Ag
543963.cif,AgCe,rt,2,Ag,Ce
525795.cif,AgCe,rt,2,Ce,Ag
454727.cif,AgCe,rt,2,Ce,Ag
1924678.cif,AgCd0.60Zn0.40,,3,Ag,Cd0.6Zn0.4
1924675.cif,AgCd0.70Mg0.30,cub2,3,Ag,Cd0.7Mg0.3
1924677.cif,AgCd0.20Mg0.80,cub2,3,Ag,Mg0.8Cd0.2
533473.cif,Ag0.96Cd1.04,rt,2,Ag0.96Cd0.04,Cd
457955.cif,AgCd,rt,2,Ag,Cd
526670.cif,AgCd,rt,2,Ag,Cd
553671.cif,AgCd,rt,2,Ag,Cd
382428.cif,Ag0.50Au0.50Zn,ht,3,Ag0.5Au0.5,Zn
558800.cif,Ag0.50Au0.50Gd,,3,Gd,Ag0.5Au0.5
1410719.cif,Ag0.40Al0.60Y,,3,Y,Al0.6Ag0.4
1615232.cif,Ag0.50Al0.50Tb,,3,Tb,Ag0.5Al0.5
1007046.cif,Ag0.90Al0.10Sm,,3,Sm,Ag0.9Al0.1
1612034.cif,Ag0.60Al0.40Pr,,3,Pr,Ag0.6Al0.4
1120261.cif,Ag0.70Al0.30Gd,,3,Gd,Ag0.7Al0.3
